answers,date,tags,title,user,votes
3,2011-09-28T20:38:00,"Soteriology,Free Will,Arminianism",How does the Arminian view of salvation account for God's sovereignty?,blundin,16
2,2015-01-14T16:34:00,"Lds,Ark Of Noah","According to the LDS faith, did Noah build the Ark in America?",ShemSeger,16
6,2015-01-16T16:51:00,"Genesis,Textual Discrepancies,Abraham,Acts,Geography",Was the cave of Abraham in Shechem or Hebron?,TheOne,16
6,2014-02-13T09:03:00,"Life Of Jesus,Gospels,Temple,Money,Violence",Why did Jesus physically throw out the money changers instead of winning the argument with reason?,Reinstate Monica - Goodbye SE,16
1,2011-09-12T02:58:00,"Exegesis,Paul Apostle,Acts","Why did Paul say ""I am pure from the blood of all men""?",brilliant,16
3,2011-09-18T13:47:00,"History,Catholicism,Protestantism,Cross",When did the split in crufix/empty-cross sybolism occur and why did it happen?,El'endia Starman,16
8,2014-06-26T09:00:00,"Catholicism,Communion,Transubstantiation,Cannibalism",Do Catholics believe that they are actually eating the body of Christ? Does this make them cannibals?,Ragnarok,16
6,2011-09-20T03:31:00,"Dead Sea Scrolls,Protestant Bible,Deuterocanonical Books",The Dead Sea Scrolls and Protestant canon,Peter Turner,16
4,2011-09-21T07:57:00,Soteriology,When did knowledge of Christ's sacrifice become necessary for salvation?,Flimzy,16
11,2014-07-23T21:51:00,"Exegesis,Paul Apostle,Love,Belief,1 Corinthians","What does Paul mean by ""Love believes all things?""",DJGray,16
4,2011-09-21T19:43:00,"Judaism,Feasts,Zechariah",Why don't Christians celebrate the feast of tabernacles?,Curious George,16
2,2011-09-21T20:22:00,"Reformation,Religious Education",What should a Catholic Religious Ed. class be taught about the Reformation?,Peter Turner,16
5,2011-09-22T22:36:00,"Biblical Basis,Protestantism,Temptation",Does God test us?,Richard,16
3,2011-09-24T19:41:00,"Jehovahs Witnesses,Terminology,Language",Do Jehovah's Witnesses use different language for theological reasons?,TRiG,16
5,2011-09-28T18:52:00,"Exegesis,Protestantism,Women,Gender,1 Peter","Why are wives considered the ""weaker partner""? (1 Peter 3:7)",Richard,16
6,2011-09-06T05:49:00,"Prayer,Trinity",To whom should we pray? To the Father or the son Jesus or the Holy Spirit?,Benny,16
6,2011-09-08T00:52:00,"Biblical Basis,Disciple",How could Jesus get followers so easily?,StackExchange saddens dancek,16
3,2013-12-24T01:22:00,Scriptures,Is there a respectful way to dispose of old or worn out scriptures?,Matt,16
7,2011-09-08T20:34:00,"Soteriology,Angels",Can fallen angels be redeemed?,Caleb,16
1,2013-09-09T22:02:00,"Biblical Basis,Church History,Medieval Church,Crusades",What passages of Scripture were used by the popes and crusaders to justify the Crusades?,Jeff,16
4,2013-09-10T12:34:00,"Gospel Of Luke,Apostles,Disciple,Luke,Mark",Who Were Mark and Luke?,Yuck,16
1,2013-09-25T00:31:00,"Symbolism,Church Building",What is the symbolism of the Peacock?,Byzantine,16
1,2013-09-26T18:59:00,"Exegesis,Reformation",Why is the Bible said to be twisted like a wax nose?,James T,16
3,2011-09-04T21:06:00,"Nature Of God,Numerology",Why is the number seven special?,capitalaudience.com,16
9,2011-09-04T21:56:00,"Nature Of God,Omniscience,Omnipotence",How do Christians reconcile God's omnipotence with his omniscience?,zipquincy,16
11,2011-09-04T23:19:00,"Exegesis,Worship,Clothing",How should we dress when attending church?,Pacerier,16
3,2011-09-05T01:55:00,"Creation,Satan",Did God create the serpent in the Garden of Eden?,going,16
1,2011-09-05T13:29:00,"Protestantism,Trinity,Christology","According to Protestant trinitarians, what is the significance of the father-son relationship between God and Christ?",,16
4,2011-09-05T20:01:00,"Nature Of God,Lds,Trinity,Christology","If Latter-Day Saints (Mormons) don't believe in a Holy Trinity, then who do they believe is God?",James Mertz,16
8,2011-09-05T21:59:00,"Sin,Obedience","Can one sin be worse than another sin, or are all sins equal?",hippietrail,16
9,2011-09-03T01:42:00,Prayer,Can we pray from any position?,Pacerier,16
4,2013-08-22T23:36:00,"Nature Of God,Genesis,Old Testament,Jacob",Why did God change Jacob's name to Israel?,user5513,16
4,2013-07-04T04:30:00,"Christology,Life Of Jesus,Children,Apostles Creed","If Jesus is ""God's Only Son"" then how can we all be God's children?",Nels,16
3,2013-07-16T14:20:00,"Catholicism,History,Translation",Is there any evidence for the claim that the Catholic church suppressed translation of Scripture?,Affable Geek,16
6,2011-09-02T13:56:00,"Soteriology,Hell",Do I get a second chance to believe in Jesus after I die?,Caleb,16
4,2013-06-06T07:10:00,"Denomination Survey,Paul Apostle,Canon",Are there any churches that do not accept the teachings of Paul?,Gulshan,16
16,2013-06-12T23:33:00,"Faith,Morality",Why is faith so much more important than being a good person?,elder south,16
5,2011-09-01T23:54:00,"Exegesis,Genesis,Creation,Adam And Eve,Tree Of Life",What is the significance of the Tree of Life in the Garden of Eden?,,16
9,2011-09-02T13:56:00,"Exegesis,Gospel Of Matthew,Literalism","What does Matthew 5:27-30 (""Cast off your eye/hand/etc"") mean?",RCIX,16
2,2013-07-24T22:52:00,"Gospel Of Matthew,Kjv,Textual Criticism,Lords Prayer,Niv",Why is the Lord's Prayer different in the NIV and KJV?,Ray,16
3,2013-07-27T17:09:00,"Church History,Slavery,Jonathan Edwards",What did Jonathan Edwards have to say about the fact that he owned slaves?,Philip Schaff,16
8,2011-08-24T00:38:00,"Nature Of God,Protestantism",Was Jesus finite or infinite? (human or God?),Richard,16
5,2013-08-08T12:32:00,"Exegesis,Protestantism,Bible Reading",What is the argument in support of personal interpretation of the Scriptures?,Narnian,16
2,2013-08-09T19:36:00,"Catholicism,Church History,Ecumenical Council,Papal Infallibility,Medieval Church",How could a seventh-century heretic have possessed papal infallibility?,Philip Schaff,16
14,2013-08-19T19:29:00,"Genesis,Children,Commandments",Why does God command us to have children?,Greg McNulty,16
8,2013-05-07T14:15:00,"Genesis,Adam And Eve,Fall Of Man",Why did God make garments of skin for Adam and Eve when they had already made clothing for themselves?,Narnian,16
3,2013-05-24T05:26:00,Catholicism,"Does Catholic doctrine teach that atheists go to heaven, too?",David Stratton,16
4,2011-09-01T14:23:00,Tetragrammaton,Is God's name Yahweh or Jehovah?,StackExchange saddens dancek,16
5,2013-01-28T21:25:00,"Biblical Basis,Women,Gender,War",What is the biblical basis or precedent for restricting women from serving in war?,Narnian,16
7,2013-01-31T11:25:00,"Jehovahs Witnesses,Exodus","Did God kill the first borns in Exodus, according to Jehovah's Witnesses?",Quispiam,16
2,2013-02-11T15:36:00,"Catholicism,Papacy",Is the Pope allowed to publish books after resignation?,Peter Turner,16
1,2013-02-11T19:55:00,"Catholicism,Papacy",What Popes have resigned in the past?,Dan,16
2,2013-02-12T21:02:00,Lent,Why isn't Lent observed across all traditions?,Seth J,16
5,2013-03-05T15:08:00,Israel,What are the Twelve Tribes of Israel?,parap,16
5,2013-03-07T19:57:00,"Gospel Of Matthew,Language,Manuscript",In what language was the Book of Matthew written?,,16
2,2013-03-11T18:15:00,"Tradition,Thomas Apostle",Who was Thomas's twin?,James T,16
4,2013-04-02T15:51:00,"Flood Of Noah,Literalism",How do Bible Literalists deal with trees older than the flood?,El'endia Starman,16
2,2013-04-13T11:25:00,"Church History,Creeds And Confessions,Scots Confession,Westminster Confession",What doctrinal changes did the Westminster Confession bring to the Church of Scotland?,Caleb,16
2,2013-04-14T13:08:00,"Worship,Psalms",How should Selah be read?,C. Ross,16
2,2013-04-25T19:48:00,"New Testament,Early Church,Church Fathers",What is the basis for the claim that the entire New Testament can be reconstructed apart from original and copied manuscripts?,El'endia Starman,16
5,2013-01-09T18:02:00,"Biblical Basis,Protestantism,Trinity,Heresy","Why is rejection of the Trinity heresy, and not just wrong? (Protestant perspective)",Ben Mordecai,16
4,2013-01-11T03:53:00,"Church Building,Architecture",Why do churches have steeples?,Christopher Chipps,16
6,2011-08-30T11:16:00,"Exegesis,Genesis,Babel",What was the problem at Babel?,Caleb,16
4,2012-11-07T21:21:00,"Biblical Basis,Prayer,Tradition",What is the Biblical or traditional precedent or command regarding praying before meals?,Narnian,16
7,2012-10-01T14:41:00,"Catholicism,Confession,Canon Law",Are non-Catholics allowed to go to confession?,Affable Geek,15
4,2012-10-02T21:25:00,Satan,What could persuade a presumably otherwise-rational Satan to turn on God?,Chris's sister,16
2,2011-08-29T18:59:00,"Heaven,Biblical Basis",What exactly do we know about Heaven?,StackExchange saddens dancek,16
4,2011-08-29T20:06:00,"Genesis,Authorship",Who wrote the book of Genesis? (Overview),Flimzy,16
4,2012-11-19T21:49:00,"Early Church,Culture,Comparative Christianity,Oriental Orthodox,Church Hierarchy",What are the key differences between the Western and Eastern Christianity?,deathlock,16
3,2012-12-06T17:21:00,"Terminology,Crucifixion,Crucifix",What does INRI stand for?,MaskedPlant,16
8,2012-12-11T21:55:00,"Apologetics,Evolution","Is it correct to say ""any effort using scientific way to prove or disprove God is in vain""?",Daniel,16
4,2012-12-14T15:05:00,Lds,Is the LDS's view of Trinity/Godhead considered monotheistic or polytheistic?,Andrew,16
2,2012-12-21T02:55:00,"Apologetics,Textual Discrepancies,Biblical Reliability",Rules behind resolving alleged Biblical discrepancies,David Stratton,16
5,2012-12-25T09:52:00,"Virgin Mary,Tradition,Birth Of Jesus",Is there any tradition that informs us of how old Mary was when she gave birth to Jesus?,Mike,16
4,2013-01-02T23:06:00,"Biblical Basis,Communion,Origin",What is the basis for the practice of Intinction (the dipping of the bread into wine during the Eucharist)?,Narnian,16
2,2012-08-29T05:40:00,"Lds,Drugs,Healthcare,Word Of Wisdom",Is it against the LDS Word of Wisdom to use marijuana as medicine?,Matt,15
5,2012-08-30T17:10:00,"Lds,Book Of Mormon",What is the Book of Mormon equivalent of John 3:16?,Affable Geek,15
3,2012-08-31T19:29:00,"Bible,History,New Testament,Canon",In what order were the books in the New Testament written?,meltdownmonk,15
6,2012-06-03T19:04:00,"Heaven,Symbolism,Cs Lewis,Christian Literature,Tolkien","Christian significance of Tolkien and C. S. Lewis putting ""heaven"" across the sea?",zipquincy,15
9,2011-08-23T21:03:00,"Life Of Jesus,Divinity,Jehovahs Witnesses",Was Jesus a separate god?,Richard,15
2,2012-06-01T00:11:00,"Christology,Terminology",What is christomonism?,Jon Ericson,15
7,2021-07-01T17:40:00,"Exegesis,Protestantism,Christian Living,Sola Scriptura,Discernment","How do proponents of Sola Scriptura choose the ""correct"" interpretation of a key Bible verse?",GratefulDisciple,15
2,2021-08-04T17:28:00,"Lds,Denomination Survey",Are there any Christian denominations that consider LDS (Mormons) to be Christians?,Only True God,15
12,2021-08-19T03:36:00,"Book Of Mormon,Testimony,Epistemology,Discernment,Witness",Why do non-LDS Christians accept the testimonies of the apostles but reject the testimonies of the 3 & 8 witnesses to the golden plates?,,15
4,2021-08-31T17:41:00,"Worship,Hebrews,Covid 19",How do churches that have indefinitely suspended in-person services understand Hebrews 10:25?,Only True God,15
2,2012-07-25T03:33:00,"Church History,Acts,Diet",Have the dietary prohibitions of Acts 15:20 been applied to Christians today?,Philip Schaff,15
1,2012-07-25T16:55:00,"Canon,Inerrancy,Apostles,Infallibility",To what extent should the Apostles' speech be considered infallible?,,15
8,2022-04-07T19:44:00,"Young Earth Creation,Old Earth Creation,Theistic Evolution","How is young-earth creationism theologically harmful, according to those who do not adhere to it?",Matthew,15
4,2012-08-21T18:16:00,"Terminology,Religious Education",What is the difference between a Bible College and a Seminary?,DJClayworth,15
4,2012-08-27T00:10:00,"Old Testament,New Testament,Bible Translation,Tetragrammaton,Names Of God",Why is the word 'Lord' in all caps in the OT but not in the NT?,Rachel,15
7,2011-08-26T18:30:00,"Bible,Sin,Lifestyle,Wealth",How ambitious should a Christian be?,Andrew Whitaker,15
4,2020-02-09T17:17:00,"Christology,Jehovahs Witnesses,Revelation,Isaiah","According to Jehovah's Witnesses, does Jesus make the same claim as God, that he is the ""first and the last,""?",Mr. Bond,15
3,2011-08-26T22:32:00,"History,Prayer,Intercession Of Saints",How did the practice of soliciting the prayers of dead saints originate?,Jeff,15
5,2012-03-26T14:34:00,"Liturgy,Lent",Why is purple the color of Lent?,Mike Pone,15
6,2012-04-05T19:52:00,"Life Of Jesus,Old Testament,Foreshadowing",How does the Snake in the Desert foreshadow the coming of Jesus?,Narnian,15
6,2019-05-09T14:23:00,"Exegesis,Nature Of God,Trinity,Gospel Of John",How do Trinitarians explain John 17:3?,Matthew Co,15
5,2012-02-07T19:35:00,Heaven,Is/will there be time in heaven?,Flimzy,15
4,2012-02-12T02:16:00,"Catholicism,Creation,Benedict Xvi",Why did Cardinal Ratzinger stop supporting a literal interpretation of creation in Genesis?,the_midget_17,15
8,2018-06-06T13:09:00,"Exegesis,Biblical Basis,Gospel Of John,Gospel Of Luke,Lazarus",What is the biblical basis for identifying the Lazarus Jesus raised from the dead and the Lazarus in the story of the rich man and Lazarus?,,15
4,2012-03-13T10:45:00,Life Of Jesus,Why did Jesus curse the fig tree?,Benny,15
9,2012-03-14T12:41:00,"Biblical Basis,Genesis,Garden Of Eden",In which region of earth is the Garden of Eden located?,Vijin Paulraj,15
10,2012-03-24T02:53:00,Epistemology,Are there truths that can only be known through spiritual means?,user1539,15
5,2012-04-19T19:20:00,"Biblical Basis,Eschatology,Prophecy,Rapture,Olivet Discourse","What scripture is used to support a ""Pre-Tribulation Rapture""?",Jas 3.1,15
9,2012-04-23T16:44:00,"Protestantism,Ecclesiology",How do schisms in the church fit into the plans of a monotheistic God?,Jon Ericson,15
3,2012-04-24T18:55:00,"Catholicism,Martin Luther",Which of Luther's 95 Theses are still potentially valid critiques of Roman Catholicism?,Jon Ericson,15
4,2017-07-13T21:17:00,"Life Of Jesus,Crucifixion,Historical Jesus,Global Christianity",What was the most likely method of crucifixion that was used on Jesus?,matheno,15
3,2017-08-12T15:55:00,"Lds,Joseph Smith",How do members of the Church of Jesus Christ of Latter-day Saints view this prophecy Joseph Smith seemingly added about himself in Genesis 50:33?,,15
2,2016-08-26T12:06:00,"Catholicism,Hymns,Latin,Sibyls",Who are David and Sibyls in the first stanza of Dies Iræ?,David Woitkowski,15
1,2016-11-04T23:58:00,"Catholicism,Heresy,Jansenism",Are the five propositions condemned by Cum occasione in the Augustinus?,Luc,15
9,2012-01-13T12:51:00,"Sin,Genesis,Mosaic Law,Abraham,Incest",Was the marriage between Abraham and Sarah incestuous?,Shathur,15
2,2016-12-07T17:35:00,"Church History,Hagiography,St. Nicholas,Arius",Did St. Nicholas punch Arius at the Council of Nicaea?,brianpck,15
1,2017-01-04T13:40:00,"Bible Translation,Kjv Onlyism","Is there a ""Reina-Valera"" only movement?",LCIII,15
4,2011-08-25T12:54:00,"Heaven,Hell,Terminology","Heaven/Paradise/Sheol, Hell/Hades/The Lake of Fire",raphink,15
3,2011-12-29T20:41:00,"Biblical Basis,Baptism",What is the biblical basis for baptism by sprinkling?,Narnian,15
1,2017-02-16T12:17:00,"Catholicism,Nature Of God,Persons Of The Trinity,God The Father","According to the Catholic Church, why is God called “Father” (and not, say, “Mother”)?",AthanasiusOfAlex,15
2,2017-03-16T18:02:00,"Catholicism,Death","From a Roman Catholic point of view, what should a Protestant chaplain do for a dying Catholic?",Chaplain Dave Sparks,15
5,2012-01-24T04:51:00,"Denomination Survey,Terminology,Priesthood,Clergy,Leadership","What is the difference between a pastor, a priest, and a minister?",Affable Geek,15
2,2017-05-04T22:53:00,"Church History,Marriage,Early Church,Adultery","Did the early church accept lifelong, faithful concubinage?",Nathaniel is protesting,15
8,2017-06-27T12:49:00,"Lds,Prayer,Evangelism,Ecclesiology",Do Mormons secretly pray about you and then consider you included in their church?,Grasper,15
1,2017-07-05T11:52:00,"Church History,Communion,Origin,Religious Practice,Fasting",What are the first references to a tradition of fasting before partaking of the Lord's Supper?,Nathaniel is protesting,15
4,2011-11-08T17:16:00,"Gospel Of Matthew,Denomination Survey",Are there any Christian groups that follow Matthew 23:9?,Richard,15
1,2015-12-24T20:44:00,"Church History,Origin,Christmas,Birth Of Jesus,Celebrations",What is the earliest historical testimony of the celebration of the nativity of the Lord Jesus Christ?,,15
6,2016-01-07T13:50:00,"Comparative Christianity,Acts,Diet,Council Of Jerusalem",How have mainstream Christian denominations interpreted the Acts command to abstain from blood?,Kristopher,15
3,2011-11-19T03:26:00,"Catholicism,Terminology,Grace",What is the Catholic concept of grace?,Flimzy,15
4,2011-11-22T04:33:00,"Biblical Basis,Calling",Is there a biblical basis for God calling one to place one's career above their other duties?,,15
3,2011-08-25T03:10:00,"Exegesis,Gospel Of Luke,Words Of Jesus,Parables",Is there any significance to naming Lazarus in this parable?,Joel,15
1,2016-02-17T17:53:00,"Church History,Protestantism,Dispensationalism",What is the difference between classical and revised dispensationalism?,Nathaniel is protesting,15
2,2011-11-28T13:44:00,"Lds,Afterlife","According to the LDS Church (Mormons), what role do secret handshakes and passwords play into a person's entrance into heaven?",Narnian,15
2,2015-10-09T01:56:00,"Biblical Basis,Nature Of God,Trinity,Pneumatology,Persons Of The Trinity",What is the biblical basis for the personhood of the Holy Spirit?,,15
4,2011-11-02T15:25:00,"Soteriology,Prayer,Free Will,Arminianism",Praying for someone's salvation. Is there a point?,Jeff B,15
6,2011-11-30T14:34:00,"Creation,Lds","According to the Mormon doctrines, who created the universe?",Richard,15
2,2016-03-31T19:23:00,"History,Trinity,Christology,Early Church,Reference Request","What is the earliest use of the phrase ""God the Son""?",Andrew,15
2,2016-05-03T13:37:00,"Catholicism,Trinity,Names Of God,Persons Of The Trinity,Tetragrammaton",Does the divine name YHWH (יַהְוֶה) apply equally to all Persons of the Trinity? (Catholic/Nicene perspective),AthanasiusOfAlex,15
6,2011-12-15T11:29:00,"Biblical Basis,Nature Of God,Trinity,Gender,Names Of God",Is there any biblical justification for referring to God as Mother?,Reinstate Monica - Goodbye SE,15
2,2016-07-20T10:47:00,"Worship,Liturgy,Music",What is the basis for forbidding prerecorded music in worship services?,Nathaniel is protesting,15
2,2011-10-21T09:51:00,Eschatology,What doctrine does Family Radio have of the End of the World?,StackExchange saddens dancek,15
1,2015-09-08T04:25:00,"Eschatology,Rapture,United States,Premillennialism,Canada","Relative popularity of premillenialism, postmillennialism and amillennialism in North America (excluding Catholics and Orthodox)?",Meir Illumination,15
6,2011-10-29T16:34:00,"Soteriology,Faith,Works,Sola Fide",Is there a significant difference between salvation by faith with works and salvation by faith and works?,,15
5,2011-09-29T13:14:00,"Flood Of Noah,Methuselah",Significance of Methuselah's death year,StackExchange saddens dancek,15
1,2015-01-17T03:39:00,"Lds,Book Of Mormon,Jerusalem","In Jerusalem around 600BC, who was Laban?",ShemSeger,15
4,2011-09-30T12:03:00,"Judaism,Israel",Why does God have a chosen people?,Paul,15
6,2015-01-19T19:24:00,"Biblical Basis,Christology,Early Church,Non Trinitarian,Arianism",What Scriptures did Arius use to support teaching that Jesus was created?,Rosie,15
1,2011-09-30T20:54:00,"New Testament,Israel",Is the Israel of the NT the modern country?,Caleb,15
1,2011-09-30T22:13:00,"Old Testament,Israel","Who, and what, are the ""chosen people""?",Andrew Vit,15
4,2011-10-02T19:59:00,"Sexuality,Gender",God created male and female.... What about those who do not fit in the box?,holly campbell,15
5,2011-10-03T15:31:00,"Exegesis,Eschatology,Pneumatology,Revelation,Symbolism","From an idealist perspective, what are the ""seven spirits of God""?",Richard,15
4,2015-02-24T01:12:00,"Catholicism,Apologetics,Purgatory",How is the Catholic belief in Purgatory supported?,Jeff,15
4,2015-05-04T13:24:00,"Culture,Women,1 Corinthians",What is the modern argument against obligatory head coverings?,David Mulder,15
3,2011-10-14T00:12:00,"Prophecy,Isaiah,Suffering Servant",To what extent did Isaiah understand his own prophecies?,Flimzy,15
2,2015-06-03T18:38:00,"Catholicism,Church History,Catholic Catechism,Drugs",How has the position of the Catholic Church on drugs changed over time?,Andrew,15
3,2014-11-26T01:15:00,"Catholicism,Papacy",On what basis do Popes choose their papal name?,Reluctant_Linux_User,15
4,2011-09-28T05:09:00,Old Testament,Why did Abraham lie to Pharaoh about Sarah being his sister in Gen 12?,stevenl,15
8,2014-12-25T04:42:00,"History,Prophecy,Origin,Resource Request,Temple",What is the source of the story about the melted gold in the destroyed temple in 70 AD?,SysJames,15
2,2014-06-24T03:06:00,"Exegesis,Virgin Mary,Perpetual Virginity,Ezekiel,Summa Theologica",What is the basis for the claim that Ezekiel 44 is about Mary the Mother of Jesus?,mojo,15
4,2011-09-18T19:06:00,"Nature Of God,Ethics",Is God just and/or merciful?,jamesson,15
4,2014-06-22T04:51:00,"Lds,Genesis,Adam And Eve,Fall Of Man","In Mormonism, how is the doctrine of Adam & Eve inability to have children prior to the Fall explained?",warren,15
2,2014-07-24T11:53:00,"History,Heresy",Was there doctrinal difference between Lollards and Waldenses?,kviiri,15
3,2014-08-13T14:25:00,Pastor,Is there any evidence to support a preference for second-career pastors coming disproportionately from IT?,Affable Geek,15
3,2011-09-22T22:21:00,"Exegesis,Romans,Psalms,Ephesians,Session Of Christ","What is so special about sitting at God's ""right hand""?",Richard,15
4,2014-08-28T10:32:00,"Catholicism,Virgin Mary,Immaculate Conception",Are there any Catholic sects which disagree with the sinlessness of Mary?,Flimzy,15
3,2011-09-23T19:09:00,"Exegesis,Acts",Who was Theophilus?,Reinstate Monica - Goodbye SE,15
3,2011-09-23T23:48:00,"Civil Government,Politics",How should Christians participate in a democracy?,Craig Schwarze,15
4,2014-09-27T06:10:00,Joseph Husband Of Mary,"What happened to Joseph, Jesus' father?",danidee,15
2,2011-09-26T07:29:00,Bible,How are verses referenced?,Meysam,15
4,2011-09-27T15:09:00,"Terminology,Apostles",What is an apostle?,Waggers,15
3,2011-09-15T17:47:00,"Biblical Basis,Church History,Pacifism",What is the Biblical and historical basis for Christian pacifism?,Flimzy,15
2,2011-09-16T03:04:00,"Satan,Hell,Eternal Life",Is there any scripture or literature exploring why God chose not to annihilate Satan?,Brandon Linton,15
6,2011-09-16T20:34:00,"Nature Of God,Numerology",Why is the number three special?,styfle,15
5,2011-09-08T14:56:00,"Exegesis,Sin,Genesis,Enoch",Was Enoch sinless?,Derek Downey,15
4,2014-01-03T05:51:00,Ark Of The Covenant,Does the Bible ever say that the Ark of the Covenant flew or levitated?,Jay,15
4,2013-10-26T06:11:00,"Bible,Life Of Jesus,Word Study",What word did Jesus use for God in Aramaic?,manuthalasseril,15
4,2011-09-05T04:16:00,"Symbolism,Oaths",Why are thighs important?,Andrew,15
6,2011-09-06T20:02:00,"Exegesis,Bible Translation,Kjv,Jeremiah","Why did the KJV translate Jeremiah 29:11 as ""to give you an expected end""?",El'endia Starman,15
2,2011-09-08T07:27:00,"Biblical Basis,Protestantism,Terminology,Sanctification,Justification",What is the difference between justification and sanctification?,Caleb,15
3,2011-09-09T21:33:00,"Old Testament,Isaiah,Proverbs,Wisdom,Emotions","What is the ""fear"" of God?",Caleb,15
4,2011-09-11T16:49:00,"Exegesis,Gospel Of Matthew,Christology",How could Jesus be surprised?,El'endia Starman,15
3,2011-09-11T18:07:00,"Catholicism,Trinity",How do Catholics reconcile Christ's intercessory prayer with the doctrine of the Trinity?,,15
7,2014-03-04T07:07:00,"Biblical Basis,Christology,Jehovahs Witnesses,Seventh Day Adventists,Michael",What is the Biblical basis for the belief that Jesus is Michael?,Tony Jays,15
2,2011-08-24T09:14:00,"Prophets,Revelation",Modern revelation. Is there Biblical evidence against it?,beatgammit,15
5,2014-04-15T02:38:00,"Catholicism,Bible Translation,Catholic Bible","Which is the ""correct"" bible for Catholics?",Carl479,15
8,2011-09-04T19:09:00,"Nature Of God,Trinity,Gospel Of Matthew,Christology,Gospel Of Luke",If Christ is considered the 'Son of God' then how is He a part of a Trinity?,James Mertz,15
3,2013-10-16T00:19:00,"Catholicism,Eastern Orthodox,Fasting",When Did Catholics Cease to Fast as the Orthodox Do?,Matthew Moisen,15
4,2013-07-17T22:02:00,"Catholicism,Saint,Angels","According to Catholic doctrine, how can an angel be a saint?",TRiG,15
5,2013-07-18T12:59:00,"Biblical Basis,Diet","What is the biblical argument for eating meat, or that vegetarianism is possible but not commanded?",Narnian,15
1,2013-07-21T21:05:00,"Hell,Crucifixion,Resurrection Of Jesus,Ascension,Apostles Creed","Where, exactly, were Christ's body and soul during the Descendit?",Adrian Keister,15
2,2011-09-03T00:25:00,"Bible,Sin,Evangelism",Is it right for a church to be wealthy?,Jon Purdy,15
4,2011-09-01T19:57:00,"Baptism,Children",What traditions espouse infant baptism and why?,,15
5,2013-06-24T13:41:00,"History,Church History,John Apostle",Apostle John lived in Ephesus - what sources claim that?,brilliant,15
9,2011-09-02T08:00:00,"Faith,Logic,Existence Of God",Why does God not show Himself beyond reasonable doubt?,Sklivvz,15
6,2013-09-05T10:08:00,"Christology,Rastafarian",Do Rastafarians believe in Jesus as the Way to God?,77 Clash,15
2,2013-09-06T05:25:00,"Catholicism,Martin Luther,Papacy,Reformation,Rome","Did Martin Luther believe the Church needed to be reformed before the Great Schism of 1054AD, or after?",,15
8,2013-09-17T16:10:00,"Papacy,Exegesis,Peter","Why did Jesus change Peter's name, according to non-Catholic theology?",,15
4,2011-09-03T21:45:00,"Terminology,Belief,Obedience",Is there a name for believing but not obeying?,Max Yankov,15
1,2013-09-27T15:54:00,"Church History,Civil Government,Heresy,Papal Execution",Who was the first Church Father to argue for executing heretics?,brilliant,15
2,2013-10-08T02:35:00,"Angels,Origin,Afterlife",What is the source of the belief that the deceased become angels?,pterandon,15
5,2013-06-10T06:22:00,"Textual Discrepancies,Exodus,Hebrews,Ark Of The Covenant,1 Kings",What was inside the Ark of the Covenant?,Mawia,15
9,2013-06-12T01:05:00,"Exegesis,Revelation",What does being lukewarm mean in contrast with being hot or cold for the church of Laodicea?,OnesimusUnbound,15
1,2013-03-27T17:40:00,"Catholicism,Marriage,Tradition,Sacraments",Is the marital act of consumating marriage part of Sacred Tradition in the Catholic Church?,Peter Turner,15
3,2013-03-29T03:08:00,"History,New Testament,Gospels,Greek,Biblical Languages",Why was the New Testament Written in Greek?,CuriousMind,15
4,2011-08-31T22:55:00,"Sin,Free Will",Why are certain non-harmful behaviors considered sins?,,15
6,2011-08-31T23:15:00,Sin,"Under what conditions can a ""good"" or ""charitable"" act actually be sin?",Caleb,15
1,2013-04-12T22:18:00,"Free Will,Christian Psychology,Determinism",Has the impact of a practitioner's theological framework on pastoral counseling methodology been studied?,Dan,15
8,2011-08-23T23:03:00,"Exegesis,Gospel Of Matthew,Miracles,Forgiveness",What is the message of Matthew 9:5?,Pacerier,15
3,2011-08-31T18:31:00,"Free Will,Angels",Do angels have free will?,a_hardin,15
4,2011-08-31T19:17:00,"History,Gospel Of Luke,Historical Jesus,Extra Biblical",Was Jesus recorded on the census?,Joel,15
8,2013-03-14T14:13:00,Afterlife,What does Bible say about possibility of seeing/hearing people on Earth from heaven?,Derfder,15
8,2011-09-01T04:37:00,"History,Paul Apostle",Did Paul write other letters that are not in the Bible?,Bruce Alderman,15
5,2013-05-26T04:00:00,"Life Of Jesus,David",How is Jesus descended from David?,Aaliyah,15
6,2011-09-01T14:26:00,"Denomination Survey,Church Local,Religious Practice",Why should I choose one particular congregation or denomination?,Sklivvz,15
2,2013-05-29T06:41:00,"Catholicism,Intercession Of Saints,Communion Of Saints",Do Roman Catholics believe Saints are omnipresent?,2tim424,15
6,2013-02-06T06:30:00,"Gospel Of Luke,John The Baptist","How did John the Baptist have the ""spirit and power of Elijah""?",El'endia Starman,15
2,2011-08-31T15:17:00,"Biblical Basis,Church Local,Elders",Can Elders of a church be young?,Derek Downey,15
4,2013-02-20T23:50:00,"Catholicism,Baptism,Canon Law","According to the Roman Catholic church, who can baptize a new believer?",El'endia Starman,15
1,2011-08-23T21:58:00,"John Apostle,Eternal Life",What is the origin of Zoe (ζωή) vs Psyche (ψυχή) life in St. John?,aceinthehole,15
4,2011-08-30T14:52:00,"History,Peter",Was the apostle Peter martyred in Rome?,deps_stats,15
